14459.000000,15550.000000,421.685227,405.000000,11345.234415,1.193602
13727.000000,15553.000000,394.678855,379.000000,12070.051949,1.136579
13705.000000,15552.000000,394.825899,379.000000,11884.404352,1.138504
13182.000000,15556.000000,363.460935,350.000000,8070.718232,0.986801
14212.000000,15560.000000,465.870209,429.000000,27204.128826,3.309967
14284.000000,15562.000000,465.397020,428.000000,27285.372813,3.183323
14179.000000,15560.000000,454.685913,416.000000,27310.009770,3.431807
14776.000000,15568.000000,425.818057,411.000000,12394.726430,1.044879
13101.000000,15566.000000,356.443486,347.000000,8424.443061,0.412475
14842.000000,15570.000000,408.453093,401.000000,10058.210156,0.463334
13607.000000,15570.000000,359.099402,349.000000,8775.221371,0.611937
14868.000000,15578.000000,411.969121,407.000000,9891.293135,0.443663
14158.000000,15573.000000,464.315655,427.000000,27066.463444,3.347224
14582.000000,15578.000000,407.415547,389.000000,12192.105234,1.174339
13306.000000,15579.000000,337.343790,328.000000,6626.464202,0.859152
14549.000000,15572.000000,406.927066,386.000000,11854.762252,1.504963
13987.000000,15583.000000,484.594844,469.000000,33822.739779,1.055336
13445.000000,15578.000000,350.070973,338.000000,6877.321499,0.967570
13915.000000,15576.000000,457.310166,451.000000,39261.016433,0.801029
13950.000000,15576.000000,460.757181,452.000000,40922.295024,0.783783
14072.000000,15580.000000,453.214685,426.000000,17989.528462,1.791161
14638.000000,15585.000000,427.358592,410.000000,13577.159128,1.375147
13081.000000,15589.000000,360.661504,349.000000,6738.796213,0.985134
13191.000000,15586.000000,352.841976,343.000000,8429.820926,0.675367
13731.000000,15580.000000,395.338006,381.000000,11457.385997,1.207910
14170.000000,15592.000000,468.804921,427.000000,29507.804117,3.150654
14350.000000,15593.000000,448.274091,421.000000,20564.354832,3.714020
14450.000000,15584.000000,438.404666,417.000000,15054.246009,1.355187
13282.000000,15596.000000,337.114989,328.000000,6482.259790,0.926112
13424.000000,15594.000000,353.951965,341.000000,6731.100918,1.065050
13819.000000,15592.000000,441.955102,420.000000,18606.885544,3.392977
14061.000000,15594.000000,453.578375,427.000000,17803.102205,1.853555
14527.000000,15598.000000,403.590726,388.000000,9539.496744,0.974662
14485.000000,15603.000000,421.620723,401.000000,12954.082108,1.450484
13451.000000,15609.000000,349.269777,338.000000,6599.768020,0.914439
14006.000000,15608.000000,491.473287,466.000000,22519.259776,1.790411
14705.000000,15609.000000,415.909715,400.000000,10204.958911,1.425505
14645.000000,15606.000000,438.714538,421.000000,12386.574918,1.497343
13161.000000,15604.000000,346.669346,338.000000,7762.968504,0.541413
14779.000000,15615.000000,427.410058,415.000000,11628.998307,1.015410
13733.000000,15611.000000,391.943927,379.000000,10617.485337,1.525299
13572.000000,15612.000000,367.526909,350.000000,8396.826866,1.407470
13103.000000,15612.000000,356.043721,348.000000,7975.872022,0.545766
13160.000000,15615.000000,344.324478,337.000000,7285.087538,0.401860
13882.000000,15616.000000,468.032546,445.000000,25258.257151,1.776702
13674.000000,15625.000000,376.886580,363.000000,9312.873618,0.945508
13620.000000,15618.000000,366.879914,351.000000,7928.624830,1.041554
14278.000000,15626.000000,450.279678,427.000000,17822.286548,1.883629
14531.000000,15623.000000,395.417018,385.000000,8466.890501,0.785029
14137.000000,15623.000000,434.128517,414.000000,12054.858790,1.349700
14370.000000,15625.000000,472.955397,444.000000,19226.907823,1.836199
14721.000000,15632.000000,425.043721,407.000000,11860.817224,1.300934
13841.000000,15630.000000,455.993236,423.000000,28988.557841,2.995292
14152.000000,15634.000000,448.399863,430.000000,12493.581410,1.247987
13262.000000,15637.000000,340.608862,330.000000,6813.419406,1.052165
13286.000000,15640.000000,342.212920,331.000000,6874.073673,0.934432
13767.000000,15632.000000,402.415351,387.000000,10461.851893,1.583348
13080.000000,15642.000000,354.561023,343.000000,7305.095997,0.871348
13706.000000,15641.000000,391.677581,376.000000,10328.530003,1.626238
13993.000000,15636.000000,472.536810,449.000000,18590.627627,1.874598
13332.000000,15638.000000,344.879129,332.000000,6819.992546,0.948509
14118.000000,15643.000000,452.409078,434.000000,13608.996757,1.113441
14599.000000,15647.000000,421.096853,404.000000,13016.554290,1.182251
14036.000000,15647.000000,451.649544,430.000000,15788.702688,1.464635
14238.000000,15648.000000,456.376728,434.000000,20114.888073,1.484377
14427.000000,15648.000000,474.564552,445.000000,22781.189858,1.710721
14521.000000,15657.000000,414.705225,395.000000,13820.579415,1.897458
14894.000000,15651.000000,347.409568,375.000000,28170.732950,-0.306095
14712.000000,15658.000000,416.934026,402.000000,10450.425899,1.630303
14766.000000,15652.000000,421.069993,404.000000,12693.945106,1.425893
13553.000000,15658.000000,370.775022,357.000000,7813.237200,1.238707
14363.000000,15653.000000,468.056367,442.000000,18294.696068,1.864351
13817.000000,15658.000000,424.420253,400.000000,18258.621447,3.645026
14411.000000,15663.000000,462.950201,434.000000,22118.607656,1.813406
13742.000000,15660.000000,392.233310,377.000000,9166.114373,1.866616
14853.000000,15663.000000,432.450642,421.000000,11255.614489,0.877878
14488.000000,15669.000000,413.212430,395.000000,13483.376205,1.729153
14243.000000,15666.000000,465.422802,443.000000,21165.381380,1.341322
13280.000000,15678.000000,346.114695,335.000000,6989.126341,0.887798
13309.000000,15672.000000,349.099500,339.000000,7386.666406,0.864318
14037.000000,15675.000000,437.211548,417.000000,12873.151013,1.292083
14901.000000,15673.000000,311.543280,348.000000,32472.558685,-0.074275
14864.000000,15681.000000,407.770121,402.000000,13083.553567,0.534936
14183.000000,15683.000000,457.656700,436.000000,16844.509143,1.364008
14635.000000,15686.000000,429.415646,416.000000,13126.801457,1.072961
14371.000000,15683.000000,465.911087,437.000000,19459.513220,2.113769
14682.000000,15679.000000,430.114303,412.000000,13746.782347,1.457049
14051.000000,15684.000000,431.513675,412.000000,12668.585270,1.341573
13070.000000,15692.000000,388.953436,365.000000,15981.480726,1.558429
14894.000000,15693.000000,329.410940,353.000000,29846.211875,-0.083290
13679.000000,15697.000000,400.829821,384.000000,14260.826249,2.119682
13738.000000,15690.000000,380.088129,367.000000,11314.139376,1.128033
14618.000000,15702.000000,412.597392,399.000000,10995.038476,0.889945
13273.000000,15710.000000,359.247525,347.000000,7326.593667,0.865522
14662.000000,15711.000000,429.386139,409.000000,15906.844819,1.525953
14024.000000,15709.000000,442.210666,421.000000,13319.809458,1.252815
14676.000000,15708.000000,431.514655,412.000000,15185.736894,1.588011
14461.000000,15719.000000,426.011567,407.000000,13188.174555,1.826934
14898.000000,15710.000000,305.274483,336.000000,31828.913386,-0.078026
13804.000000,15719.000000,370.611117,365.000000,12043.612224,0.467138
14393.000000,15712.000000,440.949221,423.000000,12448.507764,2.060096
14288.000000,15719.000000,459.274679,437.000000,16856.516454,1.267408
13916.000000,15720.000000,407.194001,393.000000,10001.748365,0.757677
14253.000000,15721.000000,459.686305,438.000000,15841.530456,1.373962
14806.000000,15726.000000,416.347221,406.000000,12769.374781,3.582086
13678.000000,15744.000000,423.346339,393.000000,24303.941710,2.220447
13950.000000,15733.000000,408.981276,396.000000,10120.516756,0.787277
14850.000000,15735.000000,416.037153,405.000000,13230.942155,1.140326
13400.000000,15742.000000,363.123517,346.000000,7976.962099,1.892353
13062.000000,15743.000000,389.360161,365.000000,14445.813231,1.774478
13987.000000,15744.000000,418.201157,396.000000,14933.217060,2.157278
14487.000000,15745.000000,410.900402,398.000000,10094.390237,1.002890
14559.000000,15744.000000,424.211058,408.000000,11704.141417,1.812000
14304.000000,15754.000000,469.067935,442.000000,18285.686690,1.691481
14177.000000,15757.000000,419.117145,402.000000,12798.344575,1.495557
14523.000000,15754.000000,423.428389,408.000000,12022.083123,1.780071
13281.000000,15758.000000,378.165376,365.000000,8872.432704,1.010899
14033.000000,15759.000000,466.454171,438.000000,20367.997924,1.902163
13316.000000,15750.000000,365.398098,353.000000,8042.299022,1.440088
13240.000000,15753.000000,368.352416,353.000000,9121.187929,1.087274
14651.000000,15752.000000,434.376728,414.000000,13971.245881,1.886050
13706.000000,15763.000000,412.052740,377.000000,25047.417864,2.317255
14237.000000,15761.000000,447.798549,426.000000,13123.667779,1.512224
13254.000000,15772.000000,375.853838,363.000000,9523.323113,0.849886
13593.000000,15764.000000,404.596118,388.000000,9213.470053,1.325654
13782.000000,15773.000000,372.386139,364.000000,11405.750809,0.555077
13497.000000,15781.000000,355.304970,348.000000,8976.731520,0.220844
13619.000000,15779.000000,420.968238,398.000000,14975.884101,2.038760
14199.000000,15776.000000,424.428291,409.000000,12087.508067,1.082613
